LocalObservationDateTime,EpochTime,WeatherText,WeatherIcon,HasPrecipitation,PrecipitationType,IsDayTime,Temperature.Metric.Value,Temperature.Metric.Unit,Temperature.Metric.UnitType,Temperature.Imperial.Value,Temperature.Imperial.Unit,Temperature.Imperial.UnitType,MobileLink,Link
"2021-08-27T12:26:00+05:30",1630047360,"Cloudy", 7,FALSE,NA,TRUE,32.2,C,17,90,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T11:26:00+05:30",1630043760,"Cloudy", 7,FALSE,NA,TRUE,32.2,C,17,90,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T10:25:00+05:30",1630040100,"Light fog",11,FALSE,NA,TRUE,32.2,C,17,90,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T09:25:00+05:30",1630036500,"Light fog",11,FALSE,NA,TRUE,30.0,C,17,86,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T08:26:00+05:30",1630032960,"Light fog",11,FALSE,NA,TRUE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T07:25:00+05:30",1630029300,"Light fog",11,FALSE,NA,TRUE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T06:26:00+05:30",1630025760,"Light fog",11,FALSE,NA,TRUE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T05:26:00+05:30",1630022160,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T04:26:00+05:30",1630018560,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T03:26:00+05:30",1630014960,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T02:26:00+05:30",1630011360,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T01:25:00+05:30",1630007700,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T00:25:00+05:30",1630004100,"Light fog",11,FALSE,NA,FALSE,28.9,C,17,84,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-26T23:25:00+05:30",1630000500,"Light fog",11,FALSE,NA,FALSE,28.9,C,17,84,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-26T22:25:00+05:30",1629996900,"Light fog",11,FALSE,NA,FALSE,28.9,C,17,84,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-26T21:26:00+05:30",1629993360,"Light fog",11,FALSE,NA,FALSE,28.9,C,17,84,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-26T20:26:00+05:30",1629989760,"Light fog",11,FALSE,NA,FALSE,30.0,C,17,86,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-26T19:26:00+05:30",1629986160,"Light fog",11,FALSE,NA,FALSE,30.0,C,17,86,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-26T18:25:00+05:30",1629982500,"Light fog",11,FALSE,NA,TRUE,31.1,C,17,88,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-26T17:26:00+05:30",1629978960,"Cloudy", 7,FALSE,NA,TRUE,31.1,C,17,88,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-26T16:26:00+05:30",1629975360,"Cloudy", 7,FALSE,NA,TRUE,32.2,C,17,90,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-26T15:26:00+05:30",1629971760,"Cloudy", 7,FALSE,NA,TRUE,32.8,C,17,91,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T14:26:00+05:30",1630140960,"Partly sunny", 3,FALSE,NA,TRUE,32.8,C,17,91,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T13:26:00+05:30",1630137360,"Cloudy", 7,FALSE,NA,TRUE,32.8,C,17,91,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T12:25:00+05:30",1630133700,"Cloudy", 7,FALSE,NA,TRUE,32.2,C,17,90,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T11:25:00+05:30",1630130100,"Light fog",11,FALSE,NA,TRUE,31.1,C,17,88,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T10:25:00+05:30",1630126500,"Light fog",11,FALSE,NA,TRUE,30.0,C,17,86,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T09:25:00+05:30",1630122900,"Light fog",11,FALSE,NA,TRUE,28.9,C,17,84,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T08:25:00+05:30",1630119300,"Light fog",11,FALSE,NA,TRUE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T07:25:00+05:30",1630115700,"Light fog",11,FALSE,NA,TRUE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T06:25:00+05:30",1630112100,"Light fog",11,FALSE,NA,TRUE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T05:25:00+05:30",1630108500,"Light fog",11,FALSE,NA,FALSE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T04:25:00+05:30",1630104900,"Light fog",11,FALSE,NA,FALSE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T03:25:00+05:30",1630101300,"Light fog",11,FALSE,NA,FALSE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T02:25:00+05:30",1630097700,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T01:25:00+05:30",1630094100,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T00:25:00+05:30",1630090500,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T23:25:00+05:30",1630086900,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T22:25:00+05:30",1630083300,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T21:25:00+05:30",1630079700,"Light fog",11,FALSE,NA,FALSE,28.9,C,17,84,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T20:25:00+05:30",1630076100,"Light fog",11,FALSE,NA,FALSE,28.9,C,17,84,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T19:25:00+05:30",1630072500,"Light fog",11,FALSE,NA,FALSE,28.9,C,17,84,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T18:26:00+05:30",1630068960,"Light fog",11,FALSE,NA,TRUE,30.0,C,17,86,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T17:25:00+05:30",1630065300,"Cloudy", 7,FALSE,NA,TRUE,31.1,C,17,88,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T16:26:00+05:30",1630061760,"Cloudy", 7,FALSE,NA,TRUE,31.1,C,17,88,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-27T15:26:00+05:30",1630058160,"Cloudy", 7,FALSE,NA,TRUE,32.2,C,17,90,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T14:25:00+05:30",1630227300,"Light fog",11,FALSE,NA,TRUE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T13:25:00+05:30",1630223700,"Light fog",11,FALSE,NA,TRUE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T12:25:00+05:30",1630220100,"Thundershower",15,TRUE,"Rain",TRUE,25.0,C,17,77,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T11:25:00+05:30",1630216500,"Thundershower",17,TRUE,"Rain",TRUE,30.0,C,17,86,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T10:25:00+05:30",1630212900,"Light fog",11,FALSE,NA,TRUE,30.0,C,17,86,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T09:25:00+05:30",1630209300,"Light fog",11,FALSE,NA,TRUE,30.0,C,17,86,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T08:25:00+05:30",1630205700,"Light fog",11,FALSE,NA,TRUE,28.9,C,17,84,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T07:25:00+05:30",1630202100,"Light fog",11,FALSE,NA,TRUE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T06:25:00+05:30",1630198500,"Light fog",11,FALSE,NA,TRUE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T05:26:00+05:30",1630194960,"Light fog",11,FALSE,NA,FALSE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T04:26:00+05:30",1630191360,"Light fog",11,FALSE,NA,FALSE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T03:26:00+05:30",1630187760,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T02:26:00+05:30",1630184160,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T01:26:00+05:30",1630180560,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T00:25:00+05:30",1630176900,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T23:26:00+05:30",1630173360,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T22:26:00+05:30",1630169760,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T21:26:00+05:30",1630166160,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T20:26:00+05:30",1630162560,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T19:26:00+05:30",1630158960,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T18:25:00+05:30",1630155300,"Light fog",11,FALSE,NA,TRUE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T17:25:00+05:30",1630151700,"Light fog",11,FALSE,NA,TRUE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T16:26:00+05:30",1630148160,"Light fog",11,FALSE,NA,TRUE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-28T15:25:00+05:30",1630144500,"Rain",18,TRUE,"Rain",TRUE,25.0,C,17,77,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T15:26:00+05:30",1630317360,"Light fog",11,FALSE,NA,TRUE,30.0,C,17,86,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T14:26:00+05:30",1630313760,"Light fog",11,FALSE,NA,TRUE,31.1,C,17,88,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T13:26:00+05:30",1630310160,"Light fog",11,FALSE,NA,TRUE,30.0,C,17,86,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T12:26:00+05:30",1630306560,"Light fog",11,FALSE,NA,TRUE,30.0,C,17,86,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T11:25:00+05:30",1630302900,"Light fog",11,FALSE,NA,TRUE,28.9,C,17,84,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T10:26:00+05:30",1630299360,"Light fog",11,FALSE,NA,TRUE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T09:26:00+05:30",1630295760,"Light fog",11,FALSE,NA,TRUE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T08:25:00+05:30",1630292100,"Light fog",11,FALSE,NA,TRUE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T07:25:00+05:30",1630288500,"Light fog",11,FALSE,NA,TRUE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T06:25:00+05:30",1630284900,"Light fog",11,FALSE,NA,TRUE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T05:25:00+05:30",1630281300,"Light fog",11,FALSE,NA,FALSE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T04:25:00+05:30",1630277700,"Cloudy", 7,FALSE,NA,FALSE,28.4,C,17,83,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T03:25:00+05:30",1630274100,"Rain",18,TRUE,"Rain",FALSE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T02:25:00+05:30",1630270500,"Light fog",11,FALSE,NA,FALSE,26.1,C,17,79,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T01:26:00+05:30",1630266960,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-30T00:26:00+05:30",1630263360,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T23:26:00+05:30",1630259760,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T22:25:00+05:30",1630256100,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T21:26:00+05:30",1630252560,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T20:26:00+05:30",1630248960,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T19:25:00+05:30",1630245300,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T18:25:00+05:30",1630241700,"Light fog",11,FALSE,NA,TRUE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T17:25:00+05:30",1630238100,"Light fog",11,FALSE,NA,TRUE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-08-29T16:26:00+05:30",1630234560,"Light fog",11,FALSE,NA,TRUE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-09-02T08:10:00+05:30",1630550400,"Light fog",11,FALSE,NA,TRUE,31.1,C,17,88,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-09-02T07:26:00+05:30",1630547760,"Light fog",11,FALSE,NA,TRUE,28.9,C,17,84,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-09-02T06:26:00+05:30",1630544160,"Light fog",11,FALSE,NA,TRUE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-09-02T05:25:00+05:30",1630540500,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-09-02T04:26:00+05:30",1630536960,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-09-02T03:26:00+05:30",1630533360,"Light fog",11,FALSE,NA,FALSE,27.2,C,17,81,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
"2021-09-02T02:26:00+05:30",1630529760,"Light fog",11,FALSE,NA,FALSE,27.8,C,17,82,F,18,"http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us","http://www.accuweather.com/en/in/lucknow/206678/current-weather/206678?lang=en-us"
